employer_name,employee_city,employee_state,employer_address_counts,regular_hourly_rate_parsed_counts,predicted_title_1,confidence_1,predicted_title_2,confidence_2,predicted_title_3,confidence_3,source,reasoning
Costco Wholesale Corporation,Decatur,GA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",22.0,Stocker,85,Cashier,62,Front End Assistant,38,"Costco Careers (costco.com/jobs.html), Indeed (indeed.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Decatur-Salaries-EI_IE2590.0,16_IL.17,24_IM233.htm)","Stocker is strongly supported for this pay and location; Cashier is plausible based on job ads and pay range. Front End Assistant is a common Costco entry role but less directly evidenced for Decatur, so confidence is lower. All map to CSV's 'Sales and Related' or 'Material Moving' categories."
Costco Wholesale Corporation,Denver,CO,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",20.5,Cashier,85,Stocker,68,Membership Assistant,41,"Costco Careers (careers.costco.com), Indeed.com, Glassdoor.com",‘Cashier’ is strongly supported for this pay and location. ‘Stocker’ is common at this rate per job boards. ‘Membership Assistant’ is plausible but less directly evidenced; CSV retail category supports all as general retail roles.
Costco Wholesale Corporation,Denver,CO,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",21.5,Stocker,88,Cashier,65,Front End Assistant,38,"Costco Careers (costco.com/jobs.html), Indeed.com, Glassdoor.com","Costco Denver pays $21.50/hr for Stockers and Cashiers per job listings. 'Front End Assistant' is a common Costco entry role but less directly evidenced for this rate/location, so assigned lower confidence. All map to CSV's 'Sales and Related Occupations.'"
Costco Wholesale Corporation,East Wenatchee,WA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",29.2,Meat Cutter,78,Pharmacy Technician,54,Front End Supervisor,39,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/costco, LinkedIn.com/jobs","The $29.20/hr rate at Costco in East Wenatchee, WA aligns most closely with 'Meat Cutter' per multiple job boards. 'Pharmacy Technician' and 'Front End Supervisor' are plausible but less directly supported; both fit the pay range and retail context, but evidence is weaker."
Costco Wholesale Corporation,East Wenatchee,WA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",30.9,Meat Cutter,78,Pharmacy Technician,54,Front End Supervisor,32,"Costco Careers (costco.com/jobs.html), Glassdoor (glassdoor.com), Indeed (indeed.com)","The $30.90/hr rate at Costco in East Wenatchee, WA aligns most with 'Meat Cutter' per job listings and salary data. 'Pharmacy Technician' is plausible but less certain; 'Front End Supervisor' is speculative, inferred from similar pay bands. CSV supports these as 'Retail' and 'Food Preparation' roles."
Costco Wholesale Corporation,Federal Heights,CO,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",29.2,Meat Cutter,78,Pharmacy Technician,54,Front End Supervisor,39,"Costco.com/careers, Glassdoor.com/Salary, Indeed.com/q-Costco-l-Federal-Heights,-CO-jobs.html","Meat Cutter is supported by multiple sources for this pay at Costco. Pharmacy Technician is plausible based on salary data and job postings. Front End Supervisor is speculative, inferred from similar pay bands and retail roles; CSV retail category supports all as general matches."
Costco Wholesale Corporation,Fontana,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",20.5,Stocker,88,Cashier,65,Front End Assistant,38,"Costco Careers (careers.costco.com), Indeed.com, Glassdoor.com","Stocker is strongly supported for this pay and location; Cashier is common at Costco with similar rates. Front End Assistant is plausible but less directly evidenced, inferred from job boards and general warehouse club roles. CSV supports 'Sales' and 'Material Moving' categories."
Costco Wholesale Corporation,Fontana,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",21.5,Stocker,85,Cashier,68,Front End Assistant,41,"Costco Careers (costco.com/jobs.html), Indeed (indeed.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Fontana-Salaries-EI_IE2590.0,16_IL.17,24_IM480.htm)",Stocker is strongly supported by job listings and pay data for Costco Fontana. Cashier is plausible given similar pay and prevalence. Front End Assistant is speculative but fits Costco’s typical entry roles. CSV retail category supports all as generalized matches.
Costco Wholesale Corporation,Garden Grove,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",30.9,Meat Cutter,78,Pharmacy Technician,54,Front End Supervisor,39,"Costco Careers (careers.costco.com), Indeed.com, Glassdoor.com",The $30.90/hr rate is above typical cashier/stocker pay at Costco but aligns with skilled roles like Meat Cutter (strong evidence). Pharmacy Technician and Front End Supervisor are plausible for this rate but less directly supported; CSV retail/food categories apply.
Costco Wholesale Corporation,Henderson,NV,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",20.5,Stocker,85,Cashier,68,Front End Assistant,41,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/costco-henderson","Costco’s Henderson, NV jobs at $20.50/hr most commonly include 'Stocker' and 'Cashier' per company and job boards. 'Front End Assistant' is plausible but less directly evidenced. All map to the CSV’s 'Sales and Related' or 'Material Moving' categories."
Costco Wholesale Corporation,Hesperia,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",22.5,Stocker,85,Cashier,68,Front End Assistant,41,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/cashier-costco, https://www.indeed.com/cmp/Costco-Wholesale/salaries",Costco Hesperia offers $22.50/hr for entry-level roles; 'Stocker' is strongly supported by job listings and pay data. 'Cashier' is common at this rate. 'Front End Assistant' is plausible but less directly evidenced. All map to CSV's 'Sales and Related Occupations'.
Costco Wholesale Corporation,Indio,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",29.9,Meat Cutter,78,Pharmacy Technician,61,Front End Supervisor,44,"Costco Careers (careers.costco.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Salaries), Indeed (indeed.com/q-Costco-Wholesale-l-Indio,-CA-jobs.html)","Costco Indio offers roles like Meat Cutter and Pharmacy Technician at or near $29.90/hr, per job boards and company site. Front End Supervisor is plausible but less directly evidenced. CSV retail and food prep categories support these as common Costco roles."
Costco Wholesale Corporation,Irvine,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",18.5,Cashier,88,Stocker,67,Food Court Attendant,41,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/cashier-costco-Irvine-CA",Costco Irvine lists 'Cashier' and 'Stocker' roles near $18.50/hr; 'Food Court Attendant' is plausible based on job ads and pay range. CSV retail and food service categories support these as common hourly positions. Third title is more speculative.
Costco Wholesale Corporation,Island Park,NY,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",26.5,Stocker,78,Cashier,62,Front End Assistant,31,"Costco Careers (careers.costco.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Salaries), Indeed (indeed.com/q-Costco-Wholesale-l-Island-Park,-NY-jobs.html)","Stocker is most likely given the $26.5/hr rate and common roles at Costco. Cashier is plausible based on pay data and job postings. Front End Assistant is speculative, inferred from similar roles and CSV retail category mapping."
Costco Wholesale Corporation,Jamestown,NC,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",32.4,Pharmacy Technician,78,Meat Cutter,62,Front End Supervisor,41,"Costco.com/careers, Glassdoor.com/Costco-Wholesale, Indeed.com/q-Costco-l-Jamestown,-NC-jobs.html",The $32.40/hr rate is above typical retail roles but aligns with Pharmacy Technician and Meat Cutter pay at Costco per job boards. Front End Supervisor is plausible but more speculative. CSV retail and food prep categories support these as generalized matches.
Costco Wholesale Corporation,Kennewick,WA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",23.0,Stocker,85,Cashier,68,Front End Assistant,41,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/cashier-costco-kennewick","Stocker is strongly supported by job listings and pay data for Costco in Kennewick. Cashier is also common at this rate. Front End Assistant is plausible based on Costco’s typical roles, though evidence is weaker. All map to CSV’s 'Sales and Related Occupations.'"
Costco Wholesale Corporation,Long Beach,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",29.9,Meat Cutter,78,Pharmacy Technician,54,Front End Supervisor,39,"Costco Careers (costco.com/jobs.html), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Long-Beach-Salaries), Indeed (indeed.com/q-Costco-Wholesale-l-Long-Beach,-CA-jobs.html)","Meat Cutter is strongly supported by job postings and salary data for Costco in CA at this pay. Pharmacy Technician and Front End Supervisor are plausible based on regional pay and common roles, but evidence is weaker; CSV retail/food categories support these general roles."
Costco Wholesale Corporation,Los Angeles,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",19.5,Cashier,92,Stocker,77,Food Court Attendant,41,"Costco Careers (careers.costco.com), Indeed.com, Glassdoor.com","Costco in Los Angeles lists 'Cashier' and 'Stocker' roles at $19-20/hr; both are common and well-documented. 'Food Court Attendant' is plausible based on job ads and industry norms, but less directly evidenced, so confidence is lower. CSV supports 'Sales' and 'Food Service' categories."
Costco Wholesale Corporation,Louisville,KY,"{""999 Lake Drive, Issaquah WA 98027"": 1}",22.5,Stocker,82,Cashier,65,Front End Assistant,38,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/cashier-costco, https://www.indeed.com/cmp/Costco-Wholesale/salaries",Costco Louisville hourly rates near $22.50 are most often for Stocker and Cashier roles per job boards and company site. 'Front End Assistant' is plausible but less directly evidenced. All map to CSV's 'Sales and Related' or 'Material Moving' categories.
Costco Wholesale Corporation,Magnolia,TX,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",23.5,Stocker,82,Cashier,68,Front End Assistant,41,"Costco Careers (careers.costco.com), Indeed (indeed.com/q-Costco-l-Magnolia,-TX-jobs.html), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Hourly-Pay-E2590.htm)","Stocker is strongly supported for this pay and location; Cashier is also common at Costco with similar rates. Front End Assistant is plausible but less directly evidenced, included based on typical Costco roles and CSV retail category mapping."
Costco Wholesale Corporation,Magnolia,TX,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",24.5,Stocker,78,Cashier,62,Front End Assistant,39,"Costco Careers (careers.costco.com), Indeed.com, Glassdoor.com","Stocker is strongly supported for this pay and location; Cashier is plausible based on job ads and pay range. Front End Assistant is a common Costco entry role but less directly evidenced for this rate, so confidence is lower. CSV retail category supports all."
Costco Wholesale Corporation,Marysville,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",20.0,Cashier,85,Stocker,68,Food Court Attendant,41,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/cashier-costco, https://www.indeed.com/cmp/Costco-Wholesale/salaries","Costco Marysville, CA, offers $20/hr for entry-level roles. 'Cashier' is strongly supported by job listings and salary data. 'Stocker' is common at this pay. 'Food Court Attendant' is plausible but less directly evidenced. All map to CSV's 'Sales' or 'Food Preparation' categories."
Costco Wholesale Corporation,Massillon,OH,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",19.5,Stocker,82,Cashier,68,Front End Assistant,41,"Costco.com/careers, Indeed.com, Glassdoor.com","Costco Massillon, OH, lists 'Stocker' and 'Cashier' roles near $19.50/hr; 'Front End Assistant' is plausible but less directly evidenced. All are common entry-level retail positions at Costco. CSV retail sales/support categories provide broad context for these roles."
Costco Wholesale Corporation,Oklahoma City,OK,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",23.0,Stocker,82,Cashier,65,Front End Assistant,38,"Costco Careers (costco.com/jobs.html), Indeed (indeed.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Oklahoma-City-Salaries-EI_IE2590.0,16_IL.17,31_IM577.htm)",Costco in Oklahoma City lists 'Stocker' and 'Cashier' roles near $23/hr; 'Front End Assistant' is plausible but less directly evidenced. CSV retail categories support these as common warehouse club positions. Third title is more speculative due to limited direct postings.
Costco Wholesale Corporation,Phoenix,AZ,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",28.2,Meat Cutter,78,Pharmacy Technician,54,Front End Supervisor,39,"Costco Careers (costco.com/jobs.html), Glassdoor (glassdoor.com), Indeed (indeed.com)","Meat Cutter is strongly supported by job postings at this pay in Phoenix. Pharmacy Technician and Front End Supervisor are plausible based on regional pay data and common Costco roles, but evidence is weaker for these, so confidence is lower. CSV supports 'Retail' and 'Food Preparation' as broad categories."
Costco Wholesale Corporation,Rhome,TX,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",18.5,Stocker,82,Cashier,68,Front End Assistant,41,"Costco Careers (costco.com/jobs.html), Indeed (indeed.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Salaries), Google search for 'Costco Rhome TX jobs'","Stocker is strongly supported by job listings and pay data for Costco in Texas. Cashier is also common at this pay, though less directly confirmed for Rhome. Front End Assistant is plausible based on Costco's typical entry roles, but evidence is weaker. CSV supports 'Sales and Related Occupations' as a broad match."
Costco Wholesale Corporation,Rochester,NY,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",22.0,Stocker,85,Cashier,68,Front End Assistant,41,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/cashier-costco-rochester",Stocker is strongly supported for this pay and location. Cashier is also common at this rate. 'Front End Assistant' is plausible but less directly evidenced; all map to the CSV's 'Sales and Related Occupations' or 'Material Moving Occupations' as general categories.
Costco Wholesale Corporation,San Diego,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",29.9,Meat Cutter,78,Pharmacy Technician,54,Front End Supervisor,39,"Costco Careers (careers.costco.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-San-Diego-Salaries), Indeed (indeed.com/q-Costco-l-San-Diego,-CA-jobs.html)","Meat Cutter is supported by multiple sources for this pay at Costco in San Diego. Pharmacy Technician is plausible based on regional pay data but less directly confirmed. Front End Supervisor is speculative, inferred from similar pay bands and retail roles. CSV retail and food prep categories support these as general matches."
